GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
63939	FAM217B	family with sequence similarity 217 member B	C20orf177|dJ551D2.5	protein-coding	ENSG00000196227	active	NC_000020.11	59933769	59948680	positive	5316	GO:0005515		GO:0005654///GO:0005829	protein binding		nucleoplasm///cytosol
5509	PPP1R3D	protein phosphatase 1 regulatory subunit 3D	PPP1R6	protein-coding	ENSG00000132825	active	NC_000020.11	59936663	59940305	negative	3643	GO:0004722///GO:0005515///GO:0008157///GO:2001069	GO:0005977///GO:0005979///GO:0005981	GO:0000164///GO:0042587///GO:0043231	protein serine/threonine phosphatase activity///protein binding///protein phosphatase 1 binding///glycogen binding	glycogen metabolic process///regulation of glycogen biosynthetic process///regulation of glycogen catabolic process	protein phosphatase type 1 complex///glycogen granule///intracellular membrane-bounded organelle
60437	CDH26	cadherin 26	VR20	protein-coding	ENSG00000124215	active	NC_000020.11	59957764	60037971	positive	10630	GO:0005178///GO:0005509///GO:0005515///GO:0008013///GO:0045294///GO:0045296///GO:0070097	GO:0007156///GO:0035710///GO:0098742	GO:0005886///GO:0015630///GO:0016342	integrin binding///calcium ion binding///protein binding///beta-catenin binding///alpha-catenin binding///cadherin binding///delta-catenin binding	homophilic cell adhesion via plasma membrane adhesion molecules///CD4-positive, alpha-beta T cell activation///cell-cell adhesion via plasma-membrane adhesion molecules	plasma membrane///microtubule cytoskeleton///catenin complex
284756	LINC02910	long intergenic non-protein coding RNA 2910	C20orf197	ncRNA	ENSG00000176659	active	NC_000020.11	60047074	60072987	positive	3337						
107985429	LOC107985429					discontinued	NC_000020.11	60079788	60085424	negative	1537						
729296	LOC729296	uncharacterized LOC729296		ncRNA	ENSG00000228340	active	NC_000020.11	60087686	60101387	positive	1259						
284757	MIR646HG	MIR646 host gene		ncRNA	ENSG00000228340	active	NC_000020.11	60138492	60322256	positive	2043						
105372698	LOC105372698	uncharacterized LOC105372698		ncRNA		active	NC_000020.11	60255794	60287444	positive	5354						
693231	MIR646	microRNA 646	MIRN646|hsa-mir-646	ncRNA	ENSG00000207802	active	NC_000020.11	60308474	60308567	positive	94						
105372697	LOC105372697	uncharacterized LOC105372697		ncRNA		active	NC_000020.11	60332374	60335881	negative	2404						
101928048	LOC101928048	uncharacterized LOC101928048		ncRNA		active	NC_000020.11	60469609	60472976	negative	381						
100616362	MIR4533	microRNA 4533		ncRNA	ENSG00000266140	active	NC_000020.11	60478111	60478181	positive	71						
100616440	MIR548AG2	microRNA 548ag-2		ncRNA	ENSG00000265617	active	NC_000020.11	60564562	60564625	positive	64						
105372699	LOC105372699	uncharacterized LOC105372699		ncRNA		active	NC_000020.11	60748290	60777609	positive	6123						
105372700	LOC105372700	uncharacterized LOC105372700		ncRNA		active	NC_000020.11	60804697	60808910	positive	2839						
100506470	LINC01718	long intergenic non-protein coding RNA 1718		ncRNA	ENSG00000229606	active	NC_000020.11	61079064	61080179	positive	467						
105372701	LOC105372701	uncharacterized LOC105372701		ncRNA		active	NC_000020.11	61179144	61185188	positive	795						
1002	CDH4	cadherin 4	CAD4|R-CAD|RCAD	protein-coding	ENSG00000179242	active	NC_000020.11	61252261	61940617	positive	6979	GO:0005509///GO:0045296	GO:0007155///GO:0007156///GO:0007157///GO:0007411///GO:0045773///GO:0048675///GO:0098742	GO:0005886///GO:0016342	calcium ion binding///cadherin binding	cell adhesion///homophilic cell adhesion via plasma membrane adhesion molecules///heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules///axon guidance///positive regulation of axon extension///axon extension///cell-cell adhesion via plasma-membrane adhesion molecules	plasma membrane///catenin complex
105372703	LOC105372703	uncharacterized LOC105372703		ncRNA		active	NC_000020.11	61432868	61439047	negative	5549						
100128310	LOC100128310	uncharacterized LOC100128310		ncRNA	ENSG00000179253	active	NC_000020.11	61717506	61719748	negative	2000						
100302168	MIR1257	microRNA 1257	MIRN1257|hsa-mir-1257	ncRNA	ENSG00000284193	active	NC_000020.11	61953546	61953662	negative	117						
6874	TAF4	TATA-box binding protein associated factor 4	TAF(II)130|TAF(II)135|TAF2C|TAF2C1|TAF4A|TAFII-130|TAFII-135|TAFII130|TAFII135	protein-coding	ENSG00000130699	active	NC_000020.11	61974798	62065810	negative	4628	GO:0001046///GO:0003677///GO:0005515///GO:0016251///GO:0017162///GO:0046982	GO:0001541///GO:0006282///GO:0006352///GO:0006357///GO:0006366///GO:0006367///GO:0006468///GO:0035521///GO:0035522///GO:0042789///GO:0043966///GO:0045893///GO:0051123///GO:0060261	GO:0000785///GO:0001673///GO:0005634///GO:0005654///GO:0005669///GO:0005829///GO:0032991///GO:0033276///GO:0071339	core promoter sequence-specific DNA binding///DNA binding///protein binding///RNA polymerase II general transcription initiation factor activity///aryl hydrocarbon receptor binding///protein heterodimerization activity	ovarian follicle development///regulation of DNA repair///DNA-templated transcription initiation///regulation of transcription by RNA polymerase II///transcription by RNA polymerase II///transcription initiation at RNA polymerase II promoter///protein phosphorylation///monoubiquitinated histone deubiquitination///monoubiquitinated histone H2A deubiquitination///mRNA transcription by RNA polymerase II///histone H3 acetylation///positive regulation of DNA-templated transcription///RNA polymerase II preinitiation complex assembly///positive regulation of transcription initiation by RNA polymerase II	chromatin///male germ cell nucleus///nucleus///nucleoplasm///transcription factor TFIID complex///cytosol///protein-containing complex///transcription factor TFTC complex///MLL1 complex
105372704	LOC105372704	uncharacterized LOC105372704		protein-coding		active	NC_000020.11	62000728	62002628	negative	1674						
100422838	MIR3195	microRNA 3195		ncRNA	ENSG00000265306	active	NC_000020.11	62064802	62064885	positive	84						
105372705	LOC105372705	uncharacterized LOC105372705		ncRNA		active	NC_000020.11	62066435	62068437	positive	1753						
105372706	LOC105372706	uncharacterized LOC105372706		ncRNA		active	NC_000020.11	62101143	62124048	negative	2892						
149986	LSM14B	LSM family member 14B	C20orf40|FAM61B|FT005|LSM13|RAP55B|bA11M20.3	protein-coding	ENSG00000149657	active	NC_000020.11	62122454	62135378	positive	4070	GO:0003723///GO:0003729///GO:0005515	GO:0006417	GO:1990904	RNA binding///mRNA binding///protein binding	regulation of translation	ribonucleoprotein complex
5688	PSMA7	proteasome 20S subunit alpha 7	C6|HEL-S-276|HSPC|RC6-1|XAPC7	protein-coding	ENSG00000101182	active	NC_000020.11	62136733	62143394	negative	962	GO:0005515///GO:0042802	GO:0010498///GO:0043161	GO:0000502///GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005839///GO:0019773///GO:0070062///GO:0098794	protein binding///identical protein binding	proteasomal protein catabolic process///proteasome-mediated ubiquitin-dependent protein catabolic process	proteasome complex///nucleus///nucleoplasm///cytoplasm///cytosol///proteasome core complex///proteasome core complex, alpha-subunit complex///extracellular exosome///postsynapse
26039	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	CREST|LP2261|SMARCL2	protein-coding	ENSG00000184402	active	NC_000020.11	62143765	62182514	positive	9187	GO:0003713///GO:0005515	GO:0006325///GO:0016358///GO:0045893///GO:0045944///GO:0050775	GO:0000776///GO:0005634///GO:0005654///GO:0005829///GO:0071565	transcription coactivator activity///protein binding	chromatin organization///dendrite development///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///positive regulation of dendrite morphogenesis	kinetochore///nucleus///nucleoplasm///cytosol///nBAF complex
26164	MTG2	mitochondrial ribosome associated GTPase 2	GTPBP5|ObgH1|dJ1005F21.2	protein-coding	ENSG00000101181	active	NC_000020.11	62182746	62203568	positive	8094	GO:0000287///GO:0003924///GO:0005525	GO:0042254///GO:0044065///GO:0070129	GO:0005739///GO:0005743///GO:0005759///GO:0005761	magnesium ion binding///GTPase activity///GTP binding	ribosome biogenesis///regulation of respiratory system process///regulation of mitochondrial translation	mitochondrion///mitochondrial inner membrane///mitochondrial matrix///mitochondrial ribosome
11255	HRH3	histamine receptor H3	GPCR97|HH3R	protein-coding	ENSG00000101180	active	NC_000020.11	62213845	62220278	negative	3807	GO:0004969///GO:0004993///GO:0016907///GO:0030594	GO:0007187///GO:0007197///GO:0007268///GO:0007269///GO:0014050///GO:0014061///GO:0014063///GO:0050890///GO:0098664	GO:0005886///GO:0030425///GO:0045202///GO:0098793	histamine receptor activity///G protein-coupled serotonin receptor activity///G protein-coupled acetylcholine receptor activity///neurotransmitter receptor activity	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger///adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway///chemical synaptic transmission///neurotransmitter secretion///negative regulation of glutamate secretion///regulation of norepinephrine secretion///negative regulation of serotonin secretion///cognition///G protein-coupled serotonin receptor signaling pathway	plasma membrane///dendrite///synapse///presynapse
105369209	LOC105369209	uncharacterized LOC105369209		ncRNA	ENSG00000130703	active	NC_000020.11	62228243	62236301	positive	2826						
9885	OSBPL2	oxysterol binding protein like 2	DFNA67|DNFA67|ORP-2|ORP2	protein-coding	ENSG00000130703	active	NC_000020.11	62238521	62296213	positive	4064	GO:0005515///GO:0005546///GO:0008526///GO:0015248///GO:0015485///GO:0032934///GO:0120020	GO:0006699///GO:0007009///GO:0015914///GO:0030301///GO:0032367///GO:0051289///GO:0120009	GO:0005811///GO:0005829///GO:0016020///GO:0031234///GO:0043231	protein binding///phosphatidylinositol-4,5-bisphosphate binding///phosphatidylinositol transfer activity///sterol transporter activity///cholesterol binding///sterol binding///cholesterol transfer activity	bile acid biosynthetic process///plasma membrane organization///phospholipid transport///cholesterol transport///intracellular cholesterol transport///protein homotetramerization///intermembrane lipid transfer	lipid droplet///cytosol///membrane///extrinsic component of cytoplasmic side of plasma membrane///intracellular membrane-bounded organelle
11047	ADRM1	ADRM1 26S proteasome ubiquitin receptor	ARM-1|ARM1|GP110|PSMD16	protein-coding	ENSG00000130706	active	NC_000020.11	62302061	62308862	positive	2525	GO:0002020///GO:0005515///GO:0043130///GO:0061133///GO:0070628///GO:0140678	GO:0006368///GO:0006511///GO:0010950///GO:0043161///GO:0043248	GO:0000502///GO:0005654///GO:0005829///GO:0005886///GO:0008541	protease binding///protein binding///ubiquitin binding///endopeptidase activator activity///proteasome binding///molecular function inhibitor activity	transcription elongation by RNA polymerase II promoter///ubiquitin-dependent protein catabolic process///positive regulation of endopeptidase activity///proteasome-mediated ubiquitin-dependent protein catabolic process///proteasome assembly	proteasome complex///nucleoplasm///cytosol///plasma membrane///proteasome regulatory particle, lid subcomplex
105372707	LOC105372707					discontinued	NC_000020.11	62305432	62308079	negative	867						
3911	LAMA5	laminin subunit alpha 5	BBDS2|NPHS26	protein-coding	ENSG00000130702	active	NC_000020.11	62309060	62367318	negative	11573	GO:0005178///GO:0005201	GO:0001658///GO:0001738///GO:0001942///GO:0007229///GO:0007411///GO:0007517///GO:0009887///GO:0009888///GO:0016331///GO:0016477///GO:0030155///GO:0030324///GO:0030334///GO:0034446///GO:0036484///GO:0042475///GO:0045995///GO:0050678///GO:0060271///GO:0060445///GO:0072659///GO:0098609///GO:0099173	GO:0005576///GO:0005604///GO:0005610///GO:0005615///GO:0005634///GO:0031594///GO:0043083///GO:0043259///GO:0043260///GO:0062023///GO:0070062///GO:0098965///GO:0098978	integrin binding///extracellular matrix structural constituent	branching involved in ureteric bud morphogenesis///morphogenesis of a polarized epithelium///hair follicle development///integrin-mediated signaling pathway///axon guidance///muscle organ development///animal organ morphogenesis///tissue development///morphogenesis of embryonic epithelium///cell migration///regulation of cell adhesion///lung development///regulation of cell migration///substrate adhesion-dependent cell spreading///trunk neural crest cell migration///odontogenesis of dentin-containing tooth///regulation of embryonic development///regulation of epithelial cell proliferation///cilium assembly///branching involved in salivary gland morphogenesis///protein localization to plasma membrane///cell-cell adhesion///postsynapse organization	extracellular region///basement membrane///laminin-5 complex///extracellular space///nucleus///neuromuscular junction///synaptic cleft///laminin-10 complex///laminin-11 complex///collagen-containing extracellular matrix///extracellular exosome///extracellular matrix of synaptic cleft///glutamatergic synapse
100616340	MIR4758	microRNA 4758		ncRNA	ENSG00000284074	active	NC_000020.11	62332487	62332557	negative	71						
101928158	LAMA5-AS1	LAMA5 antisense RNA 1		ncRNA	ENSG00000228812	active	NC_000020.11	62353010	62356480	positive	828						
105372708	LOC105372708	uncharacterized LOC105372708		ncRNA		active	NC_000020.11	62373817	62379006	negative	4397						
6227	RPS21	ribosomal protein S21	HLDF|S21	protein-coding	ENSG00000171858	active	NC_000020.11	62386275	62388520	positive	1672	GO:0003723///GO:0003735///GO:0005515///GO:0047485	GO:0000447///GO:0000461///GO:0002181///GO:0006412	GO:0005654///GO:0005737///GO:0005791///GO:0005829///GO:0015935///GO:0022626///GO:0022627///GO:0042788///GO:0045202	RNA binding///structural constituent of ribosome///protein binding///protein N-terminus binding	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///cytoplasmic translation///translation	nucleoplasm///cytoplasm///rough endoplasmic reticulum///cytosol///small ribosomal subunit///cytosolic ribosome///cytosolic small ribosomal subunit///polysomal ribosome///synapse
81928	CABLES2	Cdk5 and Abl enzyme substrate 2	C20orf150|dJ908M14.2|ik3-2	protein-coding	ENSG00000149679	active	NC_000020.11	62388630	62407283	negative	3785		GO:0007049///GO:0051301///GO:0051726			cell cycle///cell division///regulation of cell cycle	
105372709	LOC105372709	uncharacterized LOC105372709		ncRNA		active	NC_000020.11	62402231	62406894	negative	3299						
140893	RBBP8NL	RBBP8 N-terminal like	C20orf151	protein-coding	ENSG00000130701	active	NC_000020.11	62410237	62427539	negative	2799	GO:0005515		GO:0005615	protein binding		extracellular space
105372710	LOC105372710	uncharacterized LOC105372710		ncRNA	ENSG00000233017	active	NC_000020.11	62427844	62450660	positive	4789						
140628	GATA5	GATA binding protein 5	CHTD5|GATAS|bB379O24.1	protein-coding	ENSG00000130700	active	NC_000020.11	62463497	62475995	negative	2681	GO:0000976///GO:0000978///GO:0000981///GO:0003700///GO:0005515///GO:0008270///GO:1990837	GO:0000122///GO:0003180///GO:0003274///GO:0010614///GO:0010628///GO:0010629///GO:0035481///GO:0045165///GO:0045944///GO:0048738///GO:0060575///GO:0062000///GO:0071773	GO:0000785///GO:0005634///GO:0005654	transcription cis-regulatory region binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///protein binding///zinc ion binding///sequence-specific double-stranded DNA binding	negative regulation of transcription by RNA polymerase II///aortic valve morphogenesis///endocardial cushion fusion///negative regulation of cardiac muscle hypertrophy///positive regulation of gene expression///negative regulation of gene expression///positive regulation of Notch signaling pathway involved in heart induction///cell fate commitment///positive regulation of transcription by RNA polymerase II///cardiac muscle tissue development///intestinal epithelial cell differentiation///positive regulation of cardiac endothelial to mesenchymal transition///cellular response to BMP stimulus	chromatin///nucleus///nucleoplasm
105372711	LOC105372711	uncharacterized LOC105372711		ncRNA		active	NC_000020.11	62480222	62490856	positive	8985						
105376995	LOC105376995	uncharacterized LOC105376995		ncRNA	ENSG00000289548	active	NC_000020.11	62533993	62536728	positive	957						
253868	CRMA	cardiomyocyte maturation associated lncRNA	C20orf166-AS1|C20orf200|CARMA|MIR1-1HG-AS1|NCRNA00335	ncRNA		active	NC_000020.11	62543070	62551561	negative	3610						
128826	MIR1-1HG	MIR1-1 host gene	C20orf166|MIR133A2HG	ncRNA	ENSG00000174407	active	NC_000020.11	62550453	62570764	positive	1220						
406904	MIR1-1	microRNA 1-1	MIRN1-1|hsa-mir-1-1|miRNA1-1|mir-1-1	ncRNA	ENSG00000199017	active	NC_000020.11	62554306	62554376	positive	71	GO:0003730///GO:1903231	GO:0001934///GO:0010455///GO:0010460///GO:0010614///GO:0010831///GO:0010880///GO:0010881///GO:0030336///GO:0032410///GO:0035195///GO:0035278///GO:0035279///GO:0040037///GO:0043433///GO:0043569///GO:0045602///GO:0060044///GO:0060298///GO:0060373///GO:0060412///GO:0060452///GO:0060980///GO:0086094///GO:0090090///GO:0090677///GO:1902260///GO:1903672///GO:1903762///GO:1903780///GO:1904706///GO:1904879///GO:1905032///GO:1905461///GO:1905700///GO:1905904///GO:1905913///GO:2000724///GO:2000727///GO:2000818///GO:2001016	GO:0005615///GO:0016442	mRNA 3'-UTR binding///mRNA base-pairing translational repressor activity	positive regulation of protein phosphorylation///positive regulation of cell fate commitment///positive regulation of heart rate///negative regulation of cardiac muscle hypertrophy///positive regulation of myotube differentiation///regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum///regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion///negative regulation of cell migration///negative regulation of transporter activity///miRNA-mediated gene silencing///miRNA-mediated gene silencing by inhibition of translation///miRNA-mediated gene silencing by mRNA destabilization///negative regulation of fibroblast growth factor receptor signaling pathway///negative regulation of DNA-binding transcription factor activity///negative regulation of insulin-like growth factor receptor signaling pathway///negative regulation of endothelial cell differentiation///negative regulation of cardiac muscle cell proliferation///positive regulation of sarcomere organization///regulation of ventricular cardiac muscle cell membrane depolarization///ventricular septum morphogenesis///positive regulation of cardiac muscle contraction///cell migration involved in coronary vasculogenesis///positive regulation of ryanodine-sensitive calcium-release channel activity by adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction///negative regulation of canonical Wnt signaling pathway///reversible differentiation///negative regulation of delayed rectifier potassium channel activity///positive regulation of sprouting angiogenesis///positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization///negative regulation of cardiac conduction///negative regulation of vascular associated smooth muscle cell proliferation///positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel///negative regulation of membrane repolarization during cardiac muscle cell action potential///positive regulation of vascular associated smooth muscle cell apoptotic process///negative regulation of xenobiotic detoxification by transmembrane export across the plasma membrane///positive regulation of mesoderm formation///negative regulation of calcium ion export across plasma membrane///positive regulation of cardiac vascular smooth muscle cell differentiation///positive regulation of cardiac muscle cell differentiation///negative regulation of myoblast proliferation///positive regulation of skeletal muscle cell differentiation	extracellular space///RISC complex
406923	MIR133A2	microRNA 133a-2	MIRN133A2|mir-133a-2	ncRNA	ENSG00000284508	active	NC_000020.11	62564912	62565013	positive	102		GO:0035195	GO:0016442		miRNA-mediated gene silencing	RISC complex
105372712	LINC02970	long intergenic non-protein coding RNA 2970	WI2-87327B8.2	ncRNA		active	NC_000020.11	62601377	62603809	negative	2158						
28231	SLCO4A1	solute carrier organic anion transporter family member 4A1	OATP-E|OATP1|OATP4A1|OATPE|OATPRP1|POAT|SLC21A12	protein-coding	ENSG00000101187	active	NC_000020.11	62642058	62690722	positive	9778	GO:0005515///GO:0008514///GO:0015132///GO:0015347///GO:0015349	GO:0015732///GO:0043252///GO:0055085///GO:0070327	GO:0005886	protein binding///organic anion transmembrane transporter activity///prostaglandin transmembrane transporter activity///sodium-independent organic anion transmembrane transporter activity///thyroid hormone transmembrane transporter activity	prostaglandin transport///sodium-independent organic anion transport///transmembrane transport///thyroid hormone transport	plasma membrane
101928465	SLCO4A1-AS2	SLCO4A1 antisense RNA 2		ncRNA		active	NC_000020.11	62648961	62653838	negative	4595						
100127888	SLCO4A1-AS1	SLCO4A1 antisense RNA 1		ncRNA	ENSG00000232803	active	NC_000020.11	62663027	62666621	negative	1423						
4923	NTSR1	neurotensin receptor 1	NTR	protein-coding	ENSG00000101188	active	NC_000020.11	62708770	62762771	positive	4236	GO:0004930///GO:0005515///GO:0016492///GO:0042802///GO:0044877///GO:0047485	GO:0001659///GO:0003085///GO:0003254///GO:0007186///GO:0007218///GO:0007268///GO:0007612///GO:0008344///GO:0010628///GO:0014049///GO:0014054///GO:0033993///GO:0043065///GO:0043066///GO:0043576///GO:0050965///GO:0051092///GO:0051280///GO:0051281///GO:0051930///GO:0060732///GO:0070779///GO:0071545///GO:0090238///GO:0097151///GO:0098712///GO:0098900///GO:2001259	GO:0005739///GO:0005783///GO:0005794///GO:0005886///GO:0009898///GO:0009986///GO:0032280///GO:0043195///GO:0043197///GO:0043198///GO:0043204///GO:0045121	G protein-coupled receptor activity///protein binding///G protein-coupled neurotensin receptor activity///identical protein binding///protein-containing complex binding///protein N-terminus binding	temperature homeostasis///negative regulation of systemic arterial blood pressure///regulation of membrane depolarization///G protein-coupled receptor signaling pathway///neuropeptide signaling pathway///chemical synaptic transmission///learning///adult locomotory behavior///positive regulation of gene expression///positive regulation of glutamate secretion///positive regulation of gamma-aminobutyric acid secretion///response to lipid///positive regulation of apoptotic process///negative regulation of apoptotic process///regulation of respiratory gaseous exchange///detection of temperature stimulus involved in sensory perception of pain///positive regulation of NF-kappaB transcription factor activity///negative regulation of release of sequestered calcium ion into cytosol///positive regulation of release of sequestered calcium ion into cytosol///regulation of sensory perception of pain///positive regulation of inositol phosphate biosynthetic process///D-aspartate import across plasma membrane///inositol phosphate catabolic process///positive regulation of arachidonic acid secretion///positive regulation of inhibitory postsynaptic potential///L-glutamate import across plasma membrane///regulation of action potential///positive regulation of cation channel activity	mitochondrion///endoplasmic reticulum///Golgi apparatus///plasma membrane///cytoplasmic side of plasma membrane///cell surface///symmetric synapse///terminal bouton///dendritic spine///dendritic shaft///perikaryon///membrane raft
107987285	LOC107987285					discontinued	NC_000020.11	62714046	62718207	negative	3409						
100652730	LINC00659	long intergenic non-protein coding RNA 659		ncRNA	ENSG00000228705	active	NC_000020.11	62774121	62776856	negative	706						
105372716	LOC105372716	uncharacterized LOC105372716		ncRNA		active	NC_000020.11	62783186	62794281	negative	2085						
55257	MRGBP	MRG domain binding protein	C20orf20|Eaf7|MRG15BP|URCC4	protein-coding	ENSG00000101189	active	NC_000020.11	62796473	62801729	positive	2874	GO:0005515	GO:0006325///GO:0006357///GO:0016573///GO:0042981///GO:0043967///GO:0043968///GO:0045893///GO:0051726///GO:1905168///GO:2000779	GO:0000786///GO:0005654///GO:0035267	protein binding	chromatin organization///regulation of transcription by RNA polymerase II///histone acetylation///regulation of apoptotic process///histone H4 acetylation///histone H2A acetylation///positive regulation of DNA-templated transcription///regulation of cell cycle///positive regulation of double-strand break repair via homologous recombination///regulation of double-strand break repair	nucleosome///nucleoplasm///NuA4 histone acetyltransferase complex
101409261	OGFR-AS1	OGFR antisense RNA 1		ncRNA		active	NC_000020.11	62800627	62805587	negative	668						
11054	OGFR	opioid growth factor receptor		protein-coding	ENSG00000060491	active	NC_000020.11	62804835	62814000	positive	2410	GO:0005515///GO:0140625	GO:0001558	GO:0005575///GO:0005634///GO:0005737///GO:0016020	protein binding///opioid growth factor receptor activity	regulation of cell growth	cellular_component///nucleus///cytoplasm///membrane
1299	COL9A3	collagen type IX alpha 3 chain	DJ885L7.4.1|EDM3|IDD|MED|STL6	protein-coding	ENSG00000092758	active	NC_000020.11	62817050	62841159	positive	2686	GO:0005201///GO:0030020	GO:0008584///GO:0008585///GO:0030198	GO:0005576///GO:0005594///GO:0005604///GO:0005615///GO:0005788///GO:0031012///GO:0062023	extracellular matrix structural constituent///extracellular matrix structural constituent conferring tensile strength	male gonad development///female gonad development///extracellular matrix organization	extracellular region///collagen type IX trimer///basement membrane///extracellular space///endoplasmic reticulum lumen///extracellular matrix///collagen-containing extracellular matrix
10732	TCFL5	transcription factor like 5	CHA|E2BP-1|Figlb|SOSF1|bHLHe82	protein-coding	ENSG00000101190	active	NC_000020.11	62841005	62861822	negative	5045	GO:0000978///GO:0000981///GO:0001227///GO:0003677///GO:0003700///GO:0046983///GO:1990837	GO:0000122///GO:0006355///GO:0006366///GO:0007283///GO:0030154///GO:0042127///GO:0045595	GO:0000785///GO:0001673///GO:0005634	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription repressor activity, RNA polymerase II-specific///DNA binding///DNA-binding transcription factor activity///protein dimerization activity///sequence-specific double-stranded DNA binding	negative regulation of transcription by RNA polymerase II///regulation of DNA-templated transcription///transcription by RNA polymerase II///spermatogenesis///cell differentiation///regulation of cell population proliferation///regulation of cell differentiation	chromatin///male germ cell nucleus///nucleus
100132911	DPH3P1	diphthamide biosynthesis 3 pseudogene 1	C20orf143|DPH3B|ZCSL1	pseudo		active	NC_000020.11	62844566	62846191	positive	1626	GO:0046872	GO:0002098///GO:0017183	GO:0005634///GO:0005829	metal ion binding	tRNA wobble uridine modification///peptidyl-diphthamide biosynthetic process from peptidyl-histidine	nucleus///cytosol
105372717	LOC105372717	uncharacterized LOC105372717		ncRNA		active	NC_000020.11	62861426	62878190	positive	3026						
11083	DIDO1	death inducer-obliterator 1	BYE1|C20orf158|DATF-1|DATF1|DIDO2|DIDO3|DIO-1|DIO1|dJ885L7.8	protein-coding	ENSG00000101191	active	NC_000020.11	62877738	62937952	negative	13624	GO:0003723///GO:0046872	GO:0006351///GO:0097190	GO:0005634///GO:0005737///GO:0005819	RNA binding///metal ion binding	DNA-templated transcription///apoptotic signaling pathway	nucleus///cytoplasm///spindle
109623463	SNORA117	small nucleolar RNA, H/ACA box 117		snoRNA		active	NC_000020.11	62882806	62882903	negative	98						
54994	GID8	GID complex subunit 8 homolog	C20orf11|TWA1	protein-coding	ENSG00000101193	active	NC_000020.11	62938147	62948475	positive	4369	GO:0005515///GO:0042803	GO:0008284///GO:0016055///GO:0043161///GO:0090263	GO:0000151///GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0030054	protein binding///protein homodimerization activity	positive regulation of cell population proliferation///Wnt signaling pathway///proteasome-mediated ubiquitin-dependent protein catabolic process///positive regulation of canonical Wnt signaling pathway	ubiquitin ligase complex///nucleus///nucleoplasm///cytoplasm///cytosol///cell junction
63910	SLC17A9	solute carrier family 17 member 9	C20orf59|POROK8|VNUT	protein-coding	ENSG00000101194	active	NC_000020.11	62952690	62969585	positive	3599	GO:0001409///GO:0005347///GO:0005515///GO:0015217	GO:0006887///GO:0015866///GO:0015867///GO:1903790///GO:1904669	GO:0042584	guanine nucleotide transmembrane transporter activity///ATP transmembrane transporter activity///protein binding///ADP transmembrane transporter activity	exocytosis///ADP transport///ATP transport///guanine nucleotide transmembrane transport///ATP export	chromaffin granule membrane
128408	BHLHE23	basic helix-loop-helix family member e23	BETA4|BHLHB4|Beta3b|bA305P22.3	protein-coding	ENSG00000125533	active	NC_000020.11	63005927	63006964	negative	1038	GO:0000978///GO:0000981///GO:0005515///GO:0046983///GO:1990837	GO:0006357///GO:0030182///GO:0048468	GO:0000785///GO:0005634	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///protein binding///protein dimerization activity///sequence-specific double-stranded DNA binding	regulation of transcription by RNA polymerase II///neuron differentiation///cell development	chromatin///nucleus
63930	LINC01749	long intergenic non-protein coding RNA 1749		ncRNA	ENSG00000272259	active	NC_000020.11	63009383	63085071	positive	3366						
105372718	LOC105372718	uncharacterized LOC105372718		ncRNA		active	NC_000020.11	63025416	63028012	negative	2225						
100144596	LINC00029	long intergenic non-protein coding RNA 29	C20orf51|NCRNA00029	ncRNA		active	NC_000020.11	63034217	63037028	negative	1749						
100144597	LINC01056	long intergenic non-protein coding RNA 1056		ncRNA	ENSG00000237119	active	NC_000020.11	63038011	63053863	positive	1234						
768097	HAR1B	highly accelerated region 1B	HAR1R|LINC00065|NCRNA00065	ncRNA	ENSG00000231133	active	NC_000020.11	63095493	63102319	negative	896						
768096	HAR1A	highly accelerated region 1A	HAR1F|LINC00064|NCRNA00064	ncRNA		active	NC_000020.11	63101292	63104386	positive	2795						
105372719	LOC105372719	uncharacterized LOC105372719		ncRNA		active	NC_000020.11	63116222	63122922	positive	5858						
